================================================================================
  J/L/P 파일 중국어(한자) 문자 완전 비교 분석 보고서
  생성일시: 2026-04-22 00:36:16
================================================================================

[1/5] J파일 텍스트 추출 중...
  J 원본: 1,036,441자 / J 최종본: 1,038,941자

[2/5] L파일 텍스트 추출 중...
  L 원본: 628,016자 / L 수동완료: 629,360자

[3/5] P파일 텍스트 추출 중...
  P 파일: 313,122자
  P 대체파일 존재함, 추출 중...
  P 대체파일: 313,122자

[4/5] J파일 중국어 문자 비교 분석...

================================================================================
  [J파일] 중국어(한자) 문자 완전 비교 분석
================================================================================

원본 중국어 문자 종류: 5,475개
최종본 중국어 문자 종류: 5,475개
원본 중국어 문자 총 출현: 141,326회
최종본 중국어 문자 총 출현: 141,240회
출현 차이: -86회

--- 중국어 문자 종류 변화 ---
원본에만 있는 문자 (삭제됨): 0개
최종본에만 있는 문자 (추가됨): 0개
공통 문자: 5475개

--- 중국어 문자 출현 빈도 변화 (공통 문자) ---
문자   코드               원본      최종본       차이 상태      
  喷  U+55B7            9        9       +0 동일
  穷  U+7A77           38       38       +0 동일
  挢  U+6322            2        2       +0 동일
  赊  U+8D4A            2        2       +0 동일
  贐  U+8D10            1        1       +0 동일
  摇  U+6447            7        7       +0 동일
  郎  U+90CE           15       15       +0 동일
  芾  U+82BE            1        1       +0 동일
  要  U+8981          334      334       +0 동일
  虚  U+865A           16       16       +0 동일
  箱  U+7BB1           23       23       +0 동일
  六  U+516D           32       32       +0 동일
  飞  U+98DE           49       49       +0 동일
  咬  U+54AC            5        5       +0 동일
  味  U+5473           25       25       +0 동일
  桨  U+6868           16       16       +0 동일
  倘  U+5018            1        1       +0 동일
  皱  U+76B1            5        5       +0 동일
  链  U+94FE           19       19       +0 동일
  辔  U+8F94            1        1       +0 동일
  服  U+670D           79       79       +0 동일
  喙  U+5599            1        1       +0 동일
  氛  U+6C1B            6        6       +0 동일
  获  U+83B7           28       28       +0 동일
  淅  U+6DC5            1        1       +0 동일
  蛹  U+86F9            2        2       +0 동일
  恍  U+604D            1        1       +0 동일
  睑  U+7751           19       19       +0 동일
  淸  U+6DF8           29       29       +0 동일
  翳  U+7FF3            1        1       +0 동일
  庭  U+5EAD           31       31       +0 동일
  爪  U+722A           21       21       +0 동일
  銘  U+9298            1        1       +0 동일
  轎  U+8F4E            4        4       +0 동일
  褒  U+8912            2        2       +0 동일
  漾  U+6F3E            1        1       +0 동일
  逍  U+900D            1        1       +0 동일
  稱  U+7A31          155      155       +0 동일
  窒  U+7A92            4        4       +0 동일
  誡  U+8AA1            1        1       +0 동일
  鹤  U+9E64            9        9       +0 동일
  腥  U+8165            2        2       +0 동일
  拥  U+62E5            6        6       +0 동일
  花  U+82B1          168      168       +0 동일
  神  U+795E          136      136       +0 동일
  鼱  U+9F31            3        3       +0 동일
  遇  U+9047           23       23       +0 동일
  荙  U+8359            2        2       +0 동일
  錄  U+F93F            3        3       +0 동일
  傭  U+50AD            2        2       +0 동일
  国  U+56FD          206      206       +0 동일
  煜  U+715C            1        1       +0 동일
  弳  U+5F33            1        1       +0 동일
  脱  U+8131           35       35       +0 동일
  撟  U+649F            1        1       +0 동일
  登  U+767B           24       24       +0 동일
  纭  U+7EAD            1        1       +0 동일
  饫  U+996B            1        1       +0 동일
  颁  U+9881            3        3       +0 동일
  不  U+4E0D         1275     1275       +0 동일
  使  U+4F7F           89       89       +0 동일
  焌  U+710C            2        2       +0 동일
  沉  U+6C89           15       15       +0 동일
  雾  U+96FE            8        8       +0 동일
  迥  U+8FE5            7        7       +0 동일
  刭  U+522D            2        2       +0 동일
  贻  U+8D3B            1        1       +0 동일
  寯  U+5BEF            2        2       +0 동일
  復  U+5FA9            7        7       +0 동일
  袍  U+888D            1        1       +0 동일
  烧  U+70E7           22       22       +0 동일
  碍  U+788D            7        7       +0 동일
  赏  U+8D4F           24       24       +0 동일
  始  U+59CB           26       26       +0 동일
  掳  U+63B3            4        4       +0 동일
  骢  U+9AA2            2        2       +0 동일
  侷  U+4FB7            6        6       +0 동일
  愈  U+6108            9        9       +0 동일
  棓  U+68D3            2        2       +0 동일
  缣  U+7F23            3        3       +0 동일
  岔  U+5C94            6        6       +0 동일
  缘  U+7F18           27       27       +0 동일
  傲  U+50B2           16       16       +0 동일
  陀  U+9640            3        3       +0 동일
  笋  U+7B0B            2        2       +0 동일
  刦  U+5226            2        2       +0 동일
  瞻  U+77BB            1        1       +0 동일
  茹  U+8339            2        2       +0 동일
  檟  U+6A9F            1        1       +0 동일
  谢  U+8C22           16       16       +0 동일
  郵  U+90F5            2        2       +0 동일
  境  U+5883           56       56       +0 동일
  异  U+5F02           25       25       +0 동일
  鼠  U+9F20           11       11       +0 동일
  兆  U+5146            2        2       +0 동일
  塵  U+5875            5        5       +0 동일
  山  U+5C71          172      172       +0 동일
  辈  U+8F88            5        5       +0 동일
  扫  U+626B           18       18       +0 동일
  诀  U+8BC0           10       10       +0 동일
  糜  U+7CDC            1        1       +0 동일
  迫  U+8FEB           15       15       +0 동일
  蛆  U+86C6            2        2       +0 동일
  訴  U+8A34            1        1       +0 동일
  革  U+9769           37       37       +0 동일
  虾  U+867E            5        5       +0 동일
  祥  U+7965           15       15       +0 동일
  晕  U+6655            4        4       +0 동일
  優  U+512A            2        2       +0 동일
  蠟  U+881F            1        1       +0 동일
  挚  U+631A            1        1       +0 동일
  熲  U+71B2            1        1       +0 동일
  禀  U+7980            2        2       +0 동일
  楫  U+696B            5        5       +0 동일
  症  U+75C7          117      117       +0 동일
  齎  U+9F4E            1        1       +0 동일
  積  U+7A4D           27       27       +0 동일
  鹪  U+9E6A            4        4       +0 동일
  師  U+5E2B            6        6       +0 동일
  剧  U+5267           55       55       +0 동일
  瑚  U+745A            3        3       +0 동일
  塊  U+584A            7        7       +0 동일
  升  U+5347           24       24       +0 동일
  寡  U+5BE1            3        3       +0 동일
  朋  U+670B           38       38       +0 동일
  必  U+5FC5           62       62       +0 동일
  苍  U+82CD            4        4       +0 동일
  涩  U+6DA9            4        4       +0 동일
  俨  U+4FE8            1        1       +0 동일
  峨  U+5CE8            2        2       +0 동일
  伶  U+4F36            4        4       +0 동일
  鲽  U+9CBD            1        1       +0 동일
  鼓  U+9F13           27       27       +0 동일
  危  U+5371           33       33       +0 동일
  丑  U+4E11           15       15       +0 동일
  勇  U+52C7           17       17       +0 동일
  潮  U+6F6E           15       15       +0 동일
  额  U+989D           20       20       +0 동일
  萧  U+8427            1        1       +0 동일
  烬  U+70EC            3        3       +0 동일
  感  U+611F           81       81       +0 동일
  僻  U+50FB            2        2       +0 동일
  搐  U+6410            2        2       +0 동일
  律  U+F9D8            6        6       +0 동일
  闼  U+95FC            1        1       +0 동일
  惧  U+60E7           17       17       +0 동일
  尽  U+5C3D          131      131       +0 동일
  轻  U+8F7B           37       37       +0 동일
  川  U+5DDD           10       10       +0 동일
  託  U+8A17            1        1       +0 동일
  砭  U+782D            1        1       +0 동일
  垃  U+5783            3        3       +0 동일
  滌  U+6ECC            4        4       +0 동일
  眚  U+771A            2        2       +0 동일
  观  U+89C2           41       41       +0 동일
  谒  U+8C12            3        3       +0 동일
  惚  U+60DA            1        1       +0 동일
  贼  U+8D3C           18       18       +0 동일
  名  U+540D         6511     6511       +0 동일
  髓  U+9AD3           26       26       +0 동일
  痺  U+75FA            3        3       +0 동일
  牟  U+725F            2        2       +0 동일
  犀  U+7280            1        1       +0 동일
  侈  U+4F88            8        8       +0 동일
  膠  U+81A0           29       29       +0 동일
  羁  U+7F81           25       25       +0 동일
  赴  U+8D74            3        3       +0 동일
